Rxn ID	reaction	PCC	p-value	fluxes	transcripts
METHYLCROTONYL_COA_CARBOXYLASE_RXN_m2,3_METHYL_CROTONYL_COA_m2 + 0.9 ATP_m2 + HCO3_m2 + 0.1 aATP_m2 --> 0.8 ADP_m2 + 0.9 PROTON_m2 + Pi_m2 + TRANS_3_METHYL_GLUTACONYL_COA_m2 + 0.2 aADP_m2,nan,1.0,[0.0, 0.0, 0.0, 0.0, 0.0],[array([21.23773555, 21.71067166, 21.74201854, 22.29196855, 22.22203618,
       22.36120743, 22.57503508, 22.71529457]), array([21.46609706, 21.15750823, 21.40501941, 21.33736801, 22.03377579,
Mg_biomass2,Mg_b2 <-- MGII_v2,nan,1.0,[-5.042814297178023e-19, 0.0, 0.0, 0.0, 2.5214071485890116e-19],[array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0.]), array([0., 0., 0., 0., 0.])]
Mg_biomass1,Mg_b1 <-- MGII_v1,nan,1.0,[0.0, 0.0, 1.221856320899573e-19, -1.0085628594356045e-18, 0.0],[array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0.]), array([0., 0., 0., 0., 0.])]
AMP_pc1,AMP_p1 <=> AMP_c1,nan,1.0,[-1.6252712883553914e-14, -8.271686610163231e-16, -1.8893807509766846e-15, -2.012304744712301e-15, 1.5920339865909992e-15],[array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0.]), array([0., 0., 0., 0., 0.])]
RXN_9958_NAD_m2,CO_A_m2 + MALONATE_S_ALD_m2 + NAD_m2 --> ACETYL_COA_m2 + CARBON_DIOXIDE_m2 + NADH_m2,nan,1.0,[0.0, 0.0, 0.0, -1.3133003790132105e-19, 8.128789803936679e-20],[array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0.]), array([0., 0., 0., 0., 0.])]
RXN_6884_m1,OXYGEN_MOLECULE_m1 + 4.0 PROTON_m1 + 4.0 Reduced_Ferroproteins_m1 --> 4.0 Oxidized_Ferroproteins_m1 + 2.0 WATER_m1,nan,1.0,[0.0, 0.0, 0.0, 0.0, 0.0],[array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0.]), array([0., 0., 0., 0., 0.])]
RXN_6884_m2,OXYGEN_MOLECULE_m2 + 4.0 PROTON_m2 + 4.0 Reduced_Ferroproteins_m2 --> 4.0 Oxidized_Ferroproteins_m2 + 2.0 WATER_m2,nan,1.0,[0.0, 0.0, 0.0, 0.0, 0.0],[array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0.]), array([0., 0., 0., 0., 0.])]
pTYR_biomass2,2.0 PROTON_c2 + TYR_tRNAs_c2 + pTYR_b2 <-- Charged_TYR_tRNAs_c2 + Protein_polymerisation_cost_c2 + Protein_processing_cost_c2 + Protein_tranlocation_cost_c2 + WATER_c2,nan,1.0,[-1.8009079707256136e-19, 0.0, 0.0, 0.0, 9.004539853628068e-20],[array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0.]), array([0., 0., 0., 0., 0.])]
pTYR_biomass1,2.0 PROTON_c1 + TYR_tRNAs_c1 + pTYR_b1 <-- Charged_TYR_tRNAs_c1 + Protein_polymerisation_cost_c1 + Protein_processing_cost_c1 + Protein_tranlocation_cost_c1 + WATER_c1,nan,1.0,[0.0, 0.0, 4.3635372189312916e-20, -3.6018159414512273e-19, 0.0],[array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0.]), array([0., 0., 0., 0., 0.])]
MDA_Fd_Ascorbate_p2,CPD_318_p2 + PROTON_p2 + Reduced_ferredoxins_p2 --> ASCORBATE_p2 + Oxidized_ferredoxins_p2,nan,1.0,[0.0, 0.0, 0.0, 0.0, 0.0],[array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0.]), array([0., 0., 0., 0., 0.])]
MDA_Fd_Ascorbate_p1,CPD_318_p1 + PROTON_p1 + Reduced_ferredoxins_p1 --> ASCORBATE_p1 + Oxidized_ferredoxins_p1,nan,1.0,[0.0, 0.0, 0.0, 0.0, 0.0],[array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0.]), array([0., 0., 0., 0., 0.])]
2_PERIOD_3_PERIOD_1_PERIOD_23_RXN_p2,2_Lysophosphatidylcholines_r2 + Long_Chain_Acyl_CoAs_p2 <=> CO_A_p2 + PHOSPHATIDYL_CHOLINE_r2 + 4.0 PROTON_p2,nan,1.0,[0.0, 0.0, 0.0, 0.0, 0.0],[array([48.080747, 48.798107, 48.287074, 47.03152 , 46.765107, 46.519889,
       45.870874, 46.468415]), array([47.182713, 46.818872, 47.586726, 47.278178, 47.772835, 47.220413,
       48.446385, 48.642752]), array([54.57300235, 56.7901854 , 56.49183004, 53.74637083, 58.00954828,
       58.52220475, 55.31243837]), array([54.3532849 , 54.31156025, 53.60220982, 54.45497015]), array([49.80355009, 50.76186201, 49.45434906, 48.60205864, 48.92397623])]
2_PERIOD_3_PERIOD_1_PERIOD_23_RXN_p1,2_Lysophosphatidylcholines_r1 + Long_Chain_Acyl_CoAs_p1 <=> CO_A_p1 + PHOSPHATIDYL_CHOLINE_r1 + 4.0 PROTON_p1,nan,1.0,[0.0, 0.0, 0.0, 0.0, 0.0],[array([48.080747, 48.798107, 48.287074, 47.03152 , 46.765107, 46.519889,
       45.870874, 46.468415]), array([47.182713, 46.818872, 47.586726, 47.278178, 47.772835, 47.220413,
       48.446385, 48.642752]), array([54.57300235, 56.7901854 , 56.49183004, 53.74637083, 58.00954828,
       58.52220475, 55.31243837]), array([54.3532849 , 54.31156025, 53.60220982, 54.45497015]), array([49.80355009, 50.76186201, 49.45434906, 48.60205864, 48.92397623])]
RXN_6902_m1,4_AMINO_BUTYRATE_m1 + PYRUVATE_m1 --> L_ALPHA_ALANINE_m1 + SUCC_S_ALD_m1,nan,1.0,[0.0, 0.0, 0.0, 0.0, 0.0],[array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0.]), array([0., 0., 0., 0., 0.])]
RXN_6902_m2,4_AMINO_BUTYRATE_m2 + PYRUVATE_m2 --> L_ALPHA_ALANINE_m2 + SUCC_S_ALD_m2,nan,1.0,[0.0, 0.0, 0.0, 0.0, 0.0],[array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0.]), array([0., 0., 0., 0., 0.])]
pTHR_biomass2,2.0 PROTON_c2 + THR_tRNAs_c2 + pTHR_b2 <-- Charged_THR_tRNAs_c2 + Protein_polymerisation_cost_c2 + Protein_processing_cost_c2 + Protein_tranlocation_cost_c2 + WATER_c2,nan,1.0,[-2.0564412910699858e-19, 0.0, 0.0, 0.0, 1.0282206455349929e-19],[array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0.]), array([0., 0., 0., 0., 0.])]
pTHR_biomass1,2.0 PROTON_c1 + THR_tRNAs_c1 + pTHR_b1 <-- Charged_THR_tRNAs_c1 + Protein_polymerisation_cost_c1 + Protein_processing_cost_c1 + Protein_tranlocation_cost_c1 + WATER_c1,nan,1.0,[0.0, 0.0, 4.982685544178861e-20, -4.1128825821399717e-19, 0.0],[array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0.]), array([0., 0., 0., 0., 0.])]
ASPARAGHYD_RXN_c1,ASN_c1 + WATER_c1 --> AMMONIUM_c1 + L_ASPARTATE_c1,nan,1.0,[0.0, 0.0, 0.0, 0.0, 0.0],[array([42.68533254, 42.72242472, 41.26629863, 41.22915891, 45.44262458,
       46.46802796, 45.56565126, 47.64689239]), array([43.55741767, 42.76483473, 42.32302911, 42.56470466, 42.53580761,
       42.94262539, 41.47452882, 41.66609474]), array([45.79305155, 47.96517733, 46.81089276, 45.98235551, 47.70236644,
       43.20552496, 47.95543528]), array([42.18463166, 42.86332568, 45.23663279, 45.0510849 ]), array([46.70261999, 46.79439057, 46.30906382, 45.07485335, 45.52563916])]
ASPARAGHYD_RXN_c2,ASN_c2 + WATER_c2 --> AMMONIUM_c2 + L_ASPARTATE_c2,nan,1.0,[0.0, 0.0, 0.0, 0.0, 0.0],[array([42.68533254, 42.72242472, 41.26629863, 41.22915891, 45.44262458,
       46.46802796, 45.56565126, 47.64689239]), array([43.55741767, 42.76483473, 42.32302911, 42.56470466, 42.53580761,
       42.94262539, 41.47452882, 41.66609474]), array([45.79305155, 47.96517733, 46.81089276, 45.98235551, 47.70236644,
       43.20552496, 47.95543528]), array([42.18463166, 42.86332568, 45.23663279, 45.0510849 ]), array([46.70261999, 46.79439057, 46.30906382, 45.07485335, 45.52563916])]
2KG_SUC_mc1,2_KETOGLUTARATE_m1 + SUC_c1 <=> 2_KETOGLUTARATE_c1 + SUC_m1,nan,1.0,[0.0, 0.0, 0.0, 0.0, 0.0],[array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0.]), array([0., 0., 0., 0., 0.])]
HIS_ORNITHINE_mc2,HIS_m2 + L_ORNITHINE_c2 <=> HIS_c2 + L_ORNITHINE_m2,nan,1.0,[0.0, 0.0, 0.0, 0.0, 0.0],[array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0.]), array([0., 0., 0., 0., 0.])]
HIS_ORNITHINE_mc1,HIS_m1 + L_ORNITHINE_c1 <=> HIS_c1 + L_ORNITHINE_m1,nan,1.0,[0.0, 0.0, 0.0, 0.0, 0.0],[array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0.]), array([0., 0., 0., 0., 0.])]
RXN_11832_m1,0.9 ATP_m1 + CMP_m1 + 0.31 PROTON_m1 + 0.1 aATP_m1 --> 0.8 ADP_m1 + 0.79 CDP_m1 + 0.2 aADP_m1 + 0.21 aCDP_m1,nan,1.0,[0.0, 0.0, 0.0, 0.0, 0.0],[array([22.76213055, 23.11553689, 23.82110919, 24.1048071 , 23.07353569,
       22.6349021 , 23.04658185, 22.42834532]), array([23.19581028, 22.50987469, 23.13496488, 23.5311171 , 22.70712698,
       23.84020289, 24.16716349, 24.00237394]), array([23.81027073, 25.24132536, 25.30517855, 25.52002195, 26.03564358,
       26.32447764, 24.6298336 ]), array([26.41927782, 26.52219382, 25.30059464, 25.07520922]), array([25.09135856, 26.12096705, 25.19686247, 25.82852611, 25.36406856])]
RXN_11832_m2,0.9 ATP_m2 + CMP_m2 + 0.31 PROTON_m2 + 0.1 aATP_m2 --> 0.8 ADP_m2 + 0.79 CDP_m2 + 0.2 aADP_m2 + 0.21 aCDP_m2,nan,1.0,[0.0, 0.0, 0.0, 0.0, 0.0],[array([22.76213055, 23.11553689, 23.82110919, 24.1048071 , 23.07353569,
       22.6349021 , 23.04658185, 22.42834532]), array([23.19581028, 22.50987469, 23.13496488, 23.5311171 , 22.70712698,
       23.84020289, 24.16716349, 24.00237394]), array([23.81027073, 25.24132536, 25.30517855, 25.52002195, 26.03564358,
       26.32447764, 24.6298336 ]), array([26.41927782, 26.52219382, 25.30059464, 25.07520922]), array([25.09135856, 26.12096705, 25.19686247, 25.82852611, 25.36406856])]
GLUTDECARBOX_RXN_c1,GLT_c1 + PROTON_c1 --> 4_AMINO_BUTYRATE_c1 + CARBON_DIOXIDE_c1,-0.3875517482293,0.02841161594649752,[0.004156829823338262, 0.004382940489096731, 0.0034417336623232615, 0.0018062380837500546, 0.0005798915432674949],[array([54.11041372, 52.5076103 , 53.95091802, 53.78819518, 52.03868116,
       52.41165439, 52.49604208, 51.38026785]), array([52.93222823, 52.55271308, 54.09179905, 54.51580011, 52.98419257,
       52.95046336, 54.21105738, 54.3896638 ]), array([58.11302739, 57.62995493, 55.41876256, 50.99150028, 57.84070233,
       50.99592968, 50.80441157]), array([58.13402621, 56.96801869, 57.30952919, 57.39355795]), array([54.41483902, 54.23114798, 54.84360864, 54.26796643, 54.30878428])]
GLYOHMETRANS_RXN_c1,SER_c1 + THF_c1 <=> GLY_c1 + METHYLENE_THF_c1 + WATER_c1,nan,1.0,[0.0, 0.0, 0.0, 0.0, 0.0],[array([106.21318504, 105.37267323, 106.28457663, 106.18483368,
       102.53271074, 103.65871194, 105.83645746, 103.12351852]), array([106.63672047, 105.98964484, 108.46922619, 105.29826619,
       105.8685582 , 104.73900329, 106.92395413, 105.49180534]), array([111.17863625, 110.60647138, 112.43371821, 112.91942833,
       108.96610582, 115.02822636, 111.1655154 ]), array([114.81688821, 112.57256265, 115.1972453 , 111.22378062]), array([121.14451444, 119.71810489, 121.87698302, 120.84947861,
       121.09658807])]
GLUTDECARBOX_RXN_c2,GLT_c2 + PROTON_c2 --> 4_AMINO_BUTYRATE_c2 + CARBON_DIOXIDE_c2,-0.3875517482293001,0.02841161594649752,[0.0013856099411127542, 0.0014609801630322298, 0.001147244554107754, 0.0006020793612500182, 0.00019329718108916497],[array([54.11041372, 52.5076103 , 53.95091802, 53.78819518, 52.03868116,
       52.41165439, 52.49604208, 51.38026785]), array([52.93222823, 52.55271308, 54.09179905, 54.51580011, 52.98419257,
       52.95046336, 54.21105738, 54.3896638 ]), array([58.11302739, 57.62995493, 55.41876256, 50.99150028, 57.84070233,
       50.99592968, 50.80441157]), array([58.13402621, 56.96801869, 57.30952919, 57.39355795]), array([54.41483902, 54.23114798, 54.84360864, 54.26796643, 54.30878428])]
GLYOHMETRANS_RXN_c2,SER_c2 + THF_c2 <=> GLY_c2 + METHYLENE_THF_c2 + WATER_c2,nan,1.0,[0.0, 0.0, 0.0, 0.0, 0.0],[array([106.21318504, 105.37267323, 106.28457663, 106.18483368,
       102.53271074, 103.65871194, 105.83645746, 103.12351852]), array([106.63672047, 105.98964484, 108.46922619, 105.29826619,
       105.8685582 , 104.73900329, 106.92395413, 105.49180534]), array([111.17863625, 110.60647138, 112.43371821, 112.91942833,
       108.96610582, 115.02822636, 111.1655154 ]), array([114.81688821, 112.57256265, 115.1972453 , 111.22378062]), array([121.14451444, 119.71810489, 121.87698302, 120.84947861,
       121.09658807])]
GLUTAMINE_TRNA_LIGASE_RXN_c2,0.65 ATP_c2 + GLN_c2 + GLN_tRNAs_c2 + PROTON_c2 + 0.35 aATP_c2 --> AMP_c2 + Charged_GLN_tRNAs_c2 + 0.65 PPI_c2 + 0.35 aPPI_c2,nan,1.0,[-1.3366955146199418e-19, 5.346782058479767e-19, 0.0, 0.0, -1.0025216359649563e-19],[array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0.]), array([0., 0., 0., 0., 0.])]
GLUTAMINE_TRNA_LIGASE_RXN_c1,0.65 ATP_c1 + GLN_c1 + GLN_tRNAs_c1 + PROTON_c1 + 0.35 aATP_c1 --> AMP_c1 + Charged_GLN_tRNAs_c1 + 0.65 PPI_c1 + 0.35 aPPI_c1,nan,1.0,[0.0, 0.0, -2.792350777071709e-20, 5.346782058479767e-19, 0.0],[array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0.]), array([0., 0., 0., 0., 0.])]
LYS_pc2,LYS_p2 <=> LYS_c2,nan,1.0,[0.0, 0.0, 0.0, 0.0, 0.0],[array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0.]), array([0., 0., 0., 0., 0.])]
LYS_pc1,LYS_p1 <=> LYS_c1,nan,1.0,[0.00535132120180524, 0.005642406199520127, 0.004430737629611765, 0.0023252720375541783, 0.0007465270511706451],[array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0.]), array([0., 0., 0., 0., 0.])]
FORMATETHFLIG_RXN_p1,0.9 ATP_p1 + FORMATE_p1 + 0.4 PROTON_p1 + THF_p1 + 0.1 aATP_p1 --> 10_FORMYL_THF_p1 + 0.8 ADP_p1 + 0.7 Pi_c1 + 0.2 aADP_p1 + 0.3 aPi_c1,nan,1.0,[0.0, 0.0, 0.0, 0.0, 0.0],[array([18.7062723 , 18.20347354, 18.57249817, 18.82170214, 18.85551728,
       19.09540546, 18.9994371 , 18.90107365]), array([18.58217526, 18.61416353, 18.72422919, 18.85558582, 18.70221047,
       18.44001144, 18.95738875, 18.76432981]), array([20.19010652, 20.62413245, 20.76393968, 20.05609952, 19.88617527,
       18.37651895, 20.11547715]), array([22.31494737, 22.23322625, 22.02532955, 22.26543676]), array([21.06422506, 20.65400096, 20.5098741 , 20.52250861, 20.63619632])]
FORMATETHFLIG_RXN_p2,0.9 ATP_p2 + FORMATE_p2 + 0.4 PROTON_p2 + THF_p2 + 0.1 aATP_p2 --> 10_FORMYL_THF_p2 + 0.8 ADP_p2 + 0.7 Pi_c2 + 0.2 aADP_p2 + 0.3 aPi_c2,nan,1.0,[0.0, 0.0, 0.0, 0.0, 0.0],[array([18.7062723 , 18.20347354, 18.57249817, 18.82170214, 18.85551728,
       19.09540546, 18.9994371 , 18.90107365]), array([18.58217526, 18.61416353, 18.72422919, 18.85558582, 18.70221047,
       18.44001144, 18.95738875, 18.76432981]), array([20.19010652, 20.62413245, 20.76393968, 20.05609952, 19.88617527,
       18.37651895, 20.11547715]), array([22.31494737, 22.23322625, 22.02532955, 22.26543676]), array([21.06422506, 20.65400096, 20.5098741 , 20.52250861, 20.63619632])]
Photon_tx1, <=> Photon_e1,nan,1.0,[378.78435998632506, 398.2309307056418, 317.2827584601856, 176.630758997381, 72.37170207103954],[array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0.]), array([0., 0., 0., 0., 0.])]
FUMARYLACETOACETASE_RXN_c2,4_FUMARYL_ACETOACETATE_c2 + WATER_c2 --> ACETOACETATE_c2 + FUM_c2 + PROTON_c2,nan,1.0,[0.0, 0.0, 0.0, 0.0, 0.0],[array([19.90641126, 19.480215  , 20.51836438, 20.81936598, 19.76484569,
       19.59645485, 19.70358367, 20.28083931]), array([20.84841097, 21.4267289 , 19.95434511, 20.55319588, 20.66181061,
       21.10175923, 20.9372884 , 21.22405136]), array([21.22672825, 21.83360038, 23.92129494, 21.58766319, 25.13655325,
       24.12975148, 23.6831383 ]), array([23.72564276, 24.01987295, 23.17691145, 23.82130476]), array([23.50791172, 22.37586495, 22.76657738, 22.63505704, 22.26445878])]
FUMARYLACETOACETASE_RXN_c1,4_FUMARYL_ACETOACETATE_c1 + WATER_c1 --> ACETOACETATE_c1 + FUM_c1 + PROTON_c1,nan,1.0,[0.0, 0.0, 0.0, 0.0, 0.0],[array([19.90641126, 19.480215  , 20.51836438, 20.81936598, 19.76484569,
       19.59645485, 19.70358367, 20.28083931]), array([20.84841097, 21.4267289 , 19.95434511, 20.55319588, 20.66181061,
       21.10175923, 20.9372884 , 21.22405136]), array([21.22672825, 21.83360038, 23.92129494, 21.58766319, 25.13655325,
       24.12975148, 23.6831383 ]), array([23.72564276, 24.01987295, 23.17691145, 23.82130476]), array([23.50791172, 22.37586495, 22.76657738, 22.63505704, 22.26445878])]
Photon_tx2, --> Photon_e2,nan,1.0,[0.0, 0.0, 0.0, 0.0, 0.0],[array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0.]), array([0., 0., 0., 0., 0.])]
Starch_biomass1,Starch_b1 <-- STARCH_p1,nan,1.0,[0.0, 0.0, 0.0, 0.0, 0.0],[array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0.]), array([0., 0., 0., 0., 0.])]
ACSERLY_RXN_c2,ACETYLSERINE_c2 + 0.85 HS_c2 + 0.15 aHS_c2 --> ACET_c2 + CYS_c2 + 0.15 PROTON_c2,0.13822760182669672,0.4505752949466192,[-6.571743504590155e-16, 6.008035587352354e-16, 0.0, 0.0, 0.0],[array([140.19123677, 139.55807924, 142.8780645 , 142.98061889,
       135.69877549, 134.24216732, 136.39107011, 135.15726844]), array([139.53038482, 137.77368327, 140.394647  , 139.42170429,
       141.42704768, 142.71212055, 142.30420287, 142.09349793]), array([148.13291225, 153.71447007, 155.53620342, 161.5454727 ,
       146.72606397, 156.59784063, 163.10177264]), array([153.50092195, 150.84625166, 149.07921115, 150.00057312]), array([146.61121636, 146.81130728, 146.7068476 , 145.52812633,
       149.04651564])]
ACSERLY_RXN_c1,ACETYLSERINE_c1 + 0.85 HS_c1 + 0.15 aHS_c1 --> ACET_c1 + CYS_c1 + 0.15 PROTON_c1,-0.4105708123947576,0.019589800037933033,[0.0010101982891916337, 0.0010651480026547845, 0.0008364146730294607, 0.00043895437138891086, 0.00014092601088348683],[array([140.19123677, 139.55807924, 142.8780645 , 142.98061889,
       135.69877549, 134.24216732, 136.39107011, 135.15726844]), array([139.53038482, 137.77368327, 140.394647  , 139.42170429,
       141.42704768, 142.71212055, 142.30420287, 142.09349793]), array([148.13291225, 153.71447007, 155.53620342, 161.5454727 ,
       146.72606397, 156.59784063, 163.10177264]), array([153.50092195, 150.84625166, 149.07921115, 150.00057312]), array([146.61121636, 146.81130728, 146.7068476 , 145.52812633,
       149.04651564])]
Starch_biomass2,Starch_b2 <-- STARCH_p2,nan,1.0,[0.0, 0.0, 0.0, 0.0, 0.0],[array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0.]), array([0., 0., 0., 0., 0.])]
TRP_PROTON_vc1,PROTON_v1 + TRP_c1 --> PROTON_c1 + TRP_v1,nan,1.0,[0.00025254957229749924, 0.0002662870006638463, 0.00020910366825736511, 0.00010973859284722769, 3.52315027208717e-05],[array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0., 0., 0., 0.]), array([0., 0., 0., 0.]), array([0., 0., 0., 0., 0.])]
