Glyma18g52145
Glyma18g52160
Glyma18g52160
Glyma18g52160
Glyma18g52130
Glyma18g52110
Glyma18g52120
Glyma18g52095
Glyma18g52095
Glyma18g52095
Glyma18g52095
Glyma18g52070
Glyma18g52070
Glyma18g52080
Glyma18g52060
Glyma18g52060
Glyma18g52050
Glyma18g52030
Glyma18g52040
Glyma18g52020
Glyma18g52020
Glyma18g52010
Glyma18g52000
Glyma18g51990
Glyma18g51990
Glyma18g51980
Glyma18g51970
Glyma18g51960
Glyma18g51950
Glyma18g51920
Glyma18g51930
Glyma18g51911
Glyma18g51900
Glyma18g51890
Glyma18g51890
Glyma18g51890
Glyma18g51871
Glyma18g51880
Glyma18g51880
Glyma18g51860
Glyma18g51850
Glyma18g51840
Glyma18g51830
Glyma18g51810
Glyma18g51820
Glyma18g51800
Glyma18g51765
Glyma18g51790
Glyma18g51741
Glyma18g51715
Glyma18g51690
Glyma18g51680
Glyma18g51660
Glyma18g51670
Glyma18g51643
Glyma18g51626
Glyma18g51610
Glyma18g51600
Glyma18g51581
Glyma18g51581
Glyma18g51591
Glyma18g51570
Glyma18g51570
Glyma18g51546
Glyma18g51560
Glyma18g51560
Glyma18g51533
Glyma18g51533
Glyma18g51533
Glyma18g51520
Glyma18g51500
Glyma18g51491
Glyma18g51480
Glyma18g51470
Glyma18g51461
Glyma18g51461
Glyma18g51450
Glyma18g51440
Glyma18g51440
Glyma18g51440
Glyma18g51431
Glyma18g51420
Glyma18g51420
Glyma18g51410
Glyma18g51410
Glyma18g51410
Glyma18g51410
Glyma18g51380
Glyma18g51380
Glyma18g51380
Glyma18g51400
Glyma18g51375
Glyma18g51370
Glyma18g51360
Glyma18g51345
Glyma18g51345
Glyma18g51330
Glyma18g51330
Glyma18g51330
Glyma18g51310
Glyma18g51320
Glyma18g51300
Glyma18g51280
Glyma18g51290
Glyma18g51273
Glyma18g51266
Glyma18g51260
Glyma18g51250
Glyma18g51230
Glyma18g51240
Glyma18g51221
Glyma18g51210
Glyma18g51190
Glyma18g51201
Glyma18g51201
Glyma18g51170
Glyma18g51160
Glyma18g51150
Glyma18g51140
Glyma18g51130
Glyma18g51110
Glyma18g51120
Glyma18g51120
Glyma18g51100
Glyma18g51100
Glyma18g51090
Glyma18g51080
Glyma18g51070
Glyma18g51061
Glyma18g51050
Glyma18g51040
Glyma18g51020
Glyma18g51020
Glyma18g51030
Glyma18g51000
Glyma18g51000
Glyma18g51000
Glyma18g50990
Glyma18g50990
Glyma18g50980
Glyma18g50970
Glyma18g50960
Glyma18g50950
Glyma18g50945
Glyma18g50940
Glyma18g50930
Glyma18g50930
Glyma18g50920
Glyma18g50920
Glyma18g50920
Glyma18g50910
Glyma18g50910
Glyma18g50900
Glyma18g50900
Glyma18g50891
Glyma18g50870
Glyma18g50881
Glyma18g50860
Glyma18g50860
Glyma18g50860
Glyma18g50840
Glyma18g50840
Glyma18g50840
Glyma18g50840
Glyma18g50840
Glyma18g50833
Glyma18g50826
Glyma18g50820
Glyma18g50813
Glyma18g50806
Glyma18g50800
Glyma18g50790
Glyma18g50780
Glyma18g50770
Glyma18g50770
Glyma18g50750
Glyma18g50760
Glyma18g50740
Glyma18g50725
Glyma18g50710
Glyma18g50710
Glyma18g50700
Glyma18g50691
Glyma18g50681
Glyma18g50670
Glyma18g50660
Glyma18g50650
Glyma18g50630
Glyma18g50610
Glyma18g50595
Glyma18g50580
Glyma18g50570
Glyma18g50540
Glyma18g50525
Glyma18g50510
Glyma18g50490
Glyma18g50501
Glyma18g50470
Glyma18g50470
Glyma18g50460
Glyma18g50440
Glyma18g50450
Glyma18g50431
Glyma18g50431
Glyma18g50420
Glyma18g50410
Glyma18g50410
Glyma18g50410
Glyma18g50400
Glyma18g50380
Glyma18g50380
Glyma18g50390
Glyma18g50371
Glyma18g50360
Glyma18g50350
Glyma18g50340
Glyma18g50330
Glyma18g50320
Glyma18g50310
Glyma18g50290
Glyma18g50300
Glyma18g50280
Glyma18g50270
Glyma18g50270
Glyma18g50270
Glyma18g50270
Glyma18g50270
Glyma18g50260
Glyma18g50250
Glyma18g50220
Glyma18g50240
Glyma18g50201
Glyma18g50180
Glyma18g50175
Glyma18g50160
Glyma18g50170
Glyma18g50150
Glyma18g50140
Glyma18g50140
Glyma18g50120
Glyma18g50110
Glyma18g50110
Glyma18g50090
Glyma18g50100
Glyma18g50080
Glyma18g50070
Glyma18g50051
Glyma18g50060
Glyma18g50040
Glyma18g50030
Glyma18g50020
Glyma18g50000
Glyma18g50010
Glyma18g49990
Glyma18g49980
Glyma18g49970
Glyma18g49960
Glyma18g49950
Glyma18g49950
Glyma18g49950
Glyma18g49930
Glyma18g49920
Glyma18g49920
Glyma18g49911
Glyma18g49911
Glyma18g49900
Glyma18g49900
Glyma18g49900
Glyma18g49890
Glyma18g49870
Glyma18g49880
Glyma18g49860
Glyma18g49850
Glyma18g49840
Glyma18g49820
Glyma18g49820
Glyma18g49820
Glyma18g49820
Glyma18g49830
Glyma18g49811
Glyma18g49800
Glyma18g49780
Glyma18g49761
Glyma18g49770
Glyma18g49770
Glyma18g49770
Glyma18g49750
Glyma18g49750
Glyma18g49740
Glyma18g49740
Glyma18g49730
Glyma18g49710
Glyma18g49720
Glyma18g49700
Glyma18g49690
Glyma18g49680
Glyma18g49680
Glyma18g49670
Glyma18g49660
Glyma18g49660
Glyma18g49650
Glyma18g49640
Glyma18g49630
Glyma18g49630
Glyma18g49610
Glyma18g49620
Glyma18g49620
Glyma18g49620
Glyma18g49620
Glyma18g49620
Glyma18g49600
Glyma18g49600
Glyma18g49600
Glyma18g49580
Glyma18g49570
Glyma18g49570
Glyma18g49560
Glyma18g49540
Glyma18g49540
Glyma18g49530
Glyma18g49520
Glyma18g49510
Glyma18g49510
Glyma18g49500
Glyma18g49480
Glyma18g49490
Glyma18g49460
Glyma18g49470
Glyma18g49450
Glyma18g49440
Glyma18g49410
Glyma18g49410
Glyma18g49420
Glyma18g49400
Glyma18g49360
Glyma18g49390
Glyma18g49350
Glyma18g49350
Glyma18g49340
Glyma18g49320
Glyma18g49330
Glyma18g49310
Glyma18g49310
Glyma18g49310
Glyma18g49301
Glyma18g49273
Glyma18g49273
Glyma18g49290
Glyma18g49256
Glyma18g49240
Glyma18g49220
Glyma18g49230
Glyma18g49210
Glyma18g49203
Glyma18g49196
Glyma18g49189
Glyma18g49183
Glyma18g49171
Glyma18g49177
Glyma18g49164
Glyma18g49152
Glyma18g49158
Glyma18g49146
Glyma18g49140
Glyma18g49130
Glyma18g49130
Glyma18g49121
Glyma18g49101
Glyma18g49110
Glyma18g49090
Glyma18g49080
Glyma18g49070
Glyma18g49050
Glyma18g49060
Glyma18g49040
Glyma18g49031
Glyma18g49020
Glyma18g49020
Glyma18g49020
Glyma18g49010
Glyma18g49000
Glyma18g49000
Glyma18g48990
Glyma18g48970
Glyma18g48980
Glyma18g48960
Glyma18g48950
Glyma18g48940
Glyma18g48930
Glyma18g48920
Glyma18g48910
Glyma18g48890
Glyma18g48890
Glyma18g48900
Glyma18g48880
Glyma18g48870
Glyma18g48860
Glyma18g48860
Glyma18g48860
Glyma18g48860
Glyma18g48860
Glyma18g48860
Glyma18g48851
Glyma18g48841
Glyma18g48841
Glyma18g48830
Glyma18g48811
Glyma18g48820
Glyma18g48800
Glyma18g48800
Glyma18g48790
Glyma18g48780
Glyma18g48771
Glyma18g48760
Glyma18g48750
Glyma18g48750
Glyma18g48741
Glyma18g48730
Glyma18g48721
Glyma18g48700
Glyma18g48710
Glyma18g48710
Glyma18g48710
Glyma18g48710
Glyma18g48685
Glyma18g48670
Glyma18g48670
Glyma18g48650
Glyma18g48640
Glyma18g48620
Glyma18g48630
Glyma18g48610
Glyma18g48600
Glyma18g48590
Glyma18g48560
Glyma18g48580
Glyma18g48555
Glyma18g48550
Glyma18g48541
Glyma18g48530
Glyma18g48520
Glyma18g48490
Glyma18g48505
Glyma18g48481
Glyma18g48470
Glyma18g48470
Glyma18g48461
Glyma18g48450
Glyma18g48450
Glyma18g48440
Glyma18g48420
Glyma18g48431
Glyma18g48415
Glyma18g48415
Glyma18g48410
Glyma18g48395
Glyma18g48395
Glyma18g48395
Glyma18g48380
Glyma18g48380
Glyma18g48380
Glyma18g48370
Glyma18g48370
Glyma18g48370
Glyma18g48360
Glyma18g48350
Glyma18g48343
Glyma18g48336
Glyma18g48336
Glyma18g48310
Glyma18g48330
Glyma18g48300
Glyma18g48290
Glyma18g48280
Glyma18g48280
Glyma18g48280
Glyma18g48280
Glyma18g48260
Glyma18g48250
Glyma18g48220
Glyma18g48230
Glyma18g48210
Glyma18g48200
Glyma18g48180
Glyma18g48180
Glyma18g48180
Glyma18g48190
Glyma18g48170
Glyma18g48160
Glyma18g48143
Glyma18g48126
Glyma18g48110
Glyma18g48100
Glyma18g48100
Glyma18g48090
Glyma18g48080
Glyma18g48080
Glyma18g48080
Glyma18g48070
Glyma18g48060
Glyma18g48060
Glyma18g48055
Glyma18g48050
Glyma18g48050
Glyma18g48030
Glyma18g48020
Glyma18g48000
Glyma18g48010
Glyma18g48010
Glyma18g47990
Glyma18g47980
Glyma18g47960
Glyma18g47960
Glyma18g47970
Glyma18g47950
Glyma18g47931
Glyma18g47940
Glyma18g47920
Glyma18g47910
Glyma18g47890
Glyma18g47900
Glyma18g47880
Glyma18g47875
Glyma18g47870
Glyma18g47850
Glyma18g47860
Glyma18g47840
Glyma18g47840
Glyma18g47830
Glyma18g47810
Glyma18g47820
Glyma18g47800
Glyma18g47790
Glyma18g47790
Glyma18g47780
Glyma18g47780
Glyma18g47775
Glyma18g47770
Glyma18g47770
Glyma18g47760
Glyma18g47750
Glyma18g47741
Glyma18g47731
Glyma18g47710
Glyma18g47720
Glyma18g47700
Glyma18g47685
Glyma18g47685
Glyma18g47670
Glyma18g47660
Glyma18g47660
Glyma18g47660
Glyma18g47660
Glyma18g47660
Glyma18g47640
Glyma18g47650
Glyma18g47620
Glyma18g47630
Glyma18g47610
Glyma18g47600
Glyma18g47590
Glyma18g47580
Glyma18g47580
Glyma18g47570
Glyma18g47570
Glyma18g47560
Glyma18g47560
Glyma18g47545
Glyma18g47530
Glyma18g47520
Glyma18g47520
Glyma18g47500
Glyma18g47500
Glyma18g47510
Glyma18g47490
Glyma18g47490
Glyma18g47480
Glyma18g47465
Glyma18g47450
Glyma18g47435
Glyma18g47420
Glyma18g47410
Glyma18g47400
Glyma18g47390
Glyma18g47390
Glyma18g47390
Glyma18g47380
Glyma18g47361
Glyma18g47361
Glyma18g47370
Glyma18g47370
Glyma18g47350
Glyma18g47330
Glyma18g47310
Glyma18g47320
Glyma18g47320
Glyma18g47300
Glyma18g47280
Glyma18g47270
Glyma18g47240
Glyma18g47250
Glyma18g47230
Glyma18g47230
Glyma18g47221
Glyma18g47210
Glyma18g47200
Glyma18g47190
Glyma18g47190
Glyma18g47180
Glyma18g47180
Glyma18g47170
Glyma18g47160
Glyma18g47150
Glyma18g47140
Glyma18g47120
Glyma18g47130
Glyma18g47111
Glyma18g47100
Glyma18g47090
Glyma18g47081
Glyma18g47070
Glyma18g47060
Glyma18g47050
Glyma18g47050
Glyma18g47020
Glyma18g47010
Glyma18g47000
Glyma18g47000
Glyma18g46990
Glyma18g46980
Glyma18g46971
Glyma18g46961
Glyma18g46951
Glyma18g46940
Glyma18g46940
Glyma18g46940
Glyma18g46920
Glyma18g46920
Glyma18g46930
Glyma18g46910
Glyma18g46900
Glyma18g46875
Glyma18g46850
Glyma18g46840
Glyma18g46840
Glyma18g46830
Glyma18g46830
Glyma18g46810
Glyma18g46810
Glyma18g46810
Glyma18g46820
Glyma18g46800
Glyma18g46790
Glyma18g46780
Glyma18g46780
Glyma18g46780
Glyma18g46760
Glyma18g46760
Glyma18g46745
Glyma18g46750
Glyma18g46740
Glyma18g46730
Glyma18g46730
Glyma18g46730
Glyma18g46730
Glyma18g46730
Glyma18g46716
Glyma18g46716
Glyma18g46716
Glyma18g46690
Glyma18g46690
Glyma18g46690
Glyma18g46690
Glyma18g46690
Glyma18g46690
Glyma18g46703
Glyma18g46703
Glyma18g46680
Glyma18g46650
Glyma18g46630
Glyma18g46620
Glyma18g46610
Glyma18g46620
Glyma18g46620
Glyma18g46620
Glyma18g46620
Glyma18g46590
Glyma18g46600
Glyma18g46580
Glyma18g46570
Glyma18g46560
Glyma18g46550
Glyma18g46540
Glyma18g46540
Glyma18g46532
Glyma18g46532
Glyma18g46517
Glyma18g46524
Glyma18g46510
Glyma18g46510
Glyma18g46500
Glyma18g46500
Glyma18g46490
Glyma18g46480
Glyma18g46470
Glyma18g46460
Glyma18g46440
Glyma18g46431
Glyma18g46420
Glyma18g46400
Glyma18g46410
Glyma18g46390
Glyma18g46380
Glyma18g46360
Glyma18g46370
Glyma18g46370
Glyma18g46350
Glyma18g46340
Glyma18g46330
Glyma18g46320
Glyma18g46310
Glyma18g46300
Glyma18g46293
Glyma18g46293
Glyma18g46286
Glyma18g46286
Glyma18g46286
Glyma18g46280
Glyma18g46270
Glyma18g46250
Glyma18g46260
Glyma18g46260
Glyma18g46245
Glyma18g46240
Glyma18g46230
Glyma18g46220
Glyma18g46210
Glyma18g46201
Glyma18g46170
Glyma18g46190
Glyma18g46161
Glyma18g46150
Glyma18g46141
Glyma18g46141
Glyma18g46141
Glyma18g46141
Glyma18g46141
Glyma18g46130
Glyma18g46120
Glyma18g46101
Glyma18g46111
Glyma18g46091
Glyma18g46080
Glyma18g46070
Glyma18g46060
Glyma18g46050
Glyma18g46040
Glyma18g46026
Glyma18g46033
Glyma18g46020
Glyma18g46011
Glyma18g46001
Glyma18g45990
Glyma18g45990
Glyma18g45970
Glyma18g45970
Glyma18g45970
Glyma18g45960
Glyma18g45951
Glyma18g45940
Glyma18g45930
Glyma18g45920
Glyma18g45900
Glyma18g45895
Glyma18g45890
Glyma18g45868
Glyma18g45846
Glyma18g45846
Glyma18g45824
Glyma18g45780
Glyma18g45802
Glyma18g45770
Glyma18g45761
Glyma18g45750
Glyma18g45736
Glyma18g45723
Glyma18g45723
Glyma18g45710
Glyma18g45690
Glyma18g45700
Glyma18g45663
Glyma18g45609
Glyma18g45636
Glyma18g45636
Glyma18g45636
Glyma18g45582
Glyma18g45530
Glyma18g45556
Glyma18g45525
Glyma18g45520
Glyma18g45500
Glyma18g45490
Glyma18g45481
Glyma18g45460
Glyma18g45471
Glyma18g45453
Glyma18g45446
Glyma18g45446
Glyma18g45430
Glyma18g45440
Glyma18g45420
Glyma18g45410
Glyma18g45400
Glyma18g45391
Glyma18g45380
Glyma18g45370
Glyma18g45363
Glyma18g45356
Glyma18g45350
Glyma18g45340
Glyma18g45330
Glyma18g45320
Glyma18g45300
Glyma18g45300
Glyma18g45300
Glyma18g45300
Glyma18g45300
Glyma18g45290
Glyma18g45280
Glyma18g45270
Glyma18g45270
Glyma18g45260
Glyma18g45250
Glyma18g45233
Glyma18g45240
Glyma18g45240
Glyma18g45240
Glyma18g45226
Glyma18g45220
Glyma18g45220
Glyma18g45210
Glyma18g45200
Glyma18g45190
Glyma18g45190
Glyma18g45175
Glyma18g45140
Glyma18g45140
Glyma18g45160
Glyma18g45131
Glyma18g45121
Glyma18g45110
Glyma18g45105
Glyma18g45090
Glyma18g45100
Glyma18g45080
Glyma18g45070
Glyma18g45060
Glyma18g45050
Glyma18g45050
Glyma18g45050
Glyma18g45040
Glyma18g45020
Glyma18g45030
Glyma18g45010
Glyma18g45010
Glyma18g45000
Glyma18g44991
Glyma18g44991
Glyma18g44980
Glyma18g44980
Glyma18g44975
Glyma18g44970
Glyma18g44965
Glyma18g44960
Glyma18g44950
Glyma18g44950
Glyma18g44950
Glyma18g44940
Glyma18g44940
Glyma18g44930
Glyma18g44930
Glyma18g44905
Glyma18g44910
Glyma18g44900
Glyma18g44900
Glyma18g44880
Glyma18g44870
Glyma18g44870
Glyma18g44850
Glyma18g44850
Glyma18g44850
Glyma18g44850
Glyma18g44860
Glyma18g44860
Glyma18g44860
Glyma18g44860
Glyma18g44860
Glyma18g44860
Glyma18g44840
Glyma18g44840
Glyma18g44840
Glyma18g44830
Glyma18g44820
Glyma18g44820
Glyma18g44800
Glyma18g44800
Glyma18g44810
Glyma18g44790
Glyma18g44780
Glyma18g44770
Glyma18g44761
Glyma18g44750
Glyma18g44750
Glyma18g44741
Glyma18g44730
Glyma18g44690
Glyma18g44690
Glyma18g44680
Glyma18g44670
Glyma18g44660
Glyma18g44650
Glyma18g44640
Glyma18g44635
Glyma18g44620
Glyma18g44630
Glyma18g44610
Glyma18g44600
Glyma18g44591
Glyma18g44591
Glyma18g44591
Glyma18g44580
Glyma18g44570
Glyma18g44560
Glyma18g44550
Glyma18g44540
Glyma18g44540
Glyma18g44520
Glyma18g44530
Glyma18g44530
Glyma18g44510
Glyma18g44500
Glyma18g44480
Glyma18g44470
Glyma18g44460
Glyma18g44450
Glyma18g44430
Glyma18g44441
Glyma18g44441
Glyma18g44441
Glyma18g44441
Glyma18g44441
Glyma18g44441
Glyma18g44441
Glyma18g44425
Glyma18g44410
Glyma18g44410
Glyma18g44420
Glyma18g44420
Glyma18g44420
Glyma18g44420
Glyma18g44391
Glyma18g44371
Glyma18g44350
Glyma18g44340
Glyma18g44330
Glyma18g44310
Glyma18g44320
Glyma18g44300
Glyma18g44290
Glyma18g44280
Glyma18g44270
Glyma18g44250
Glyma18g44210
Glyma18g44240
Glyma18g44180
Glyma18g44161
Glyma18g44141
Glyma18g44141
Glyma18g44110
Glyma18g44120
Glyma18g44100
Glyma18g44090
Glyma18g44081
Glyma18g44070
Glyma18g44060
Glyma18g44046
Glyma18g44046
Glyma18g44053
Glyma18g44040
Glyma18g44030
Glyma18g44030
Glyma18g44020
Glyma18g44010
Glyma18g44000
Glyma18g43980
Glyma18g43950
Glyma18g43950
Glyma18g43970
Glyma18g43940
Glyma18g43910
Glyma18g43920
Glyma18g43900
Glyma18g43880
Glyma18g43880
Glyma18g43880
Glyma18g43870
Glyma18g43830
Glyma18g43803
Glyma18g43803
Glyma18g43816
Glyma18g43816
Glyma18g43816
Glyma18g43790
Glyma18g43775
Glyma18g43760
Glyma18g43750
Glyma18g43740
Glyma18g43730
Glyma18g43730
Glyma18g43721
Glyma18g43721
Glyma18g43710
Glyma18g43710
Glyma18g43690
Glyma18g43663
Glyma18g43676
Glyma18g43676
Glyma18g43650
Glyma18g43650
Glyma18g43630
Glyma18g43640
Glyma18g43621
Glyma18g43611
Glyma18g43600
Glyma18g43600
Glyma18g43591
Glyma18g43570
Glyma18g43580
Glyma18g43550
Glyma18g43550
Glyma18g43540
Glyma18g43540
Glyma18g43530
Glyma18g43520
Glyma18g43510
Glyma18g43510
Glyma18g43500
Glyma18g43500
Glyma18g43490
Glyma18g43440
Glyma18g43460
Glyma18g43430
Glyma18g43420
Glyma18g43381
Glyma18g43390
Glyma18g43390
Glyma18g43390
Glyma18g43370
Glyma18g43353
Glyma18g43320
Glyma18g43336
Glyma18g43310
Glyma18g43300
Glyma18g43290
Glyma18g43280
Glyma18g43270
Glyma18g43250
Glyma18g43240
Glyma18g43240
Glyma18g43240
Glyma18g43240
Glyma18g43240
Glyma18g43240
Glyma18g43225
Glyma18g43225
Glyma18g43210
Glyma18g43210
Glyma18g43200
Glyma18g43170
Glyma18g43190
Glyma18g43190
Glyma18g43165
Glyma18g43160
Glyma18g43154
Glyma18g43148
Glyma18g43142
Glyma18g43136
Glyma18g43130
Glyma18g43130
Glyma18g43130
Glyma18g43130
Glyma18g43130
Glyma18g43120
Glyma18g43100
Glyma18g43110
Glyma18g43080
Glyma18g43053
Glyma18g43066
Glyma18g43040
Glyma18g43031
Glyma18g43020
Glyma18g43000
Glyma18g43000
Glyma18g43000
Glyma18g43000
Glyma18g42940
Glyma18g42940
Glyma18g42930
Glyma18g42930
Glyma18g42930
Glyma18g42920
Glyma18g42910
Glyma18g42900
Glyma18g42850
Glyma18g42850
Glyma18g42850
Glyma18g42875
Glyma18g42810
Glyma18g42810
Glyma18g42810
Glyma18g42801
Glyma18g42781
Glyma18g42790
Glyma18g42790
Glyma18g42790
Glyma18g42790
Glyma18g42770
Glyma18g42751
Glyma18g42730
Glyma18g42730
Glyma18g42715
Glyma18g42681
Glyma18g42700
Glyma18g42661
Glyma18g42640
Glyma18g42640
Glyma18g42640
Glyma18g42630
Glyma18g42620
Glyma18g42615
Glyma18g42610
Glyma18g42580
Glyma18g42590
Glyma18g42560
Glyma18g42540
Glyma18g42530
Glyma18g42480
Glyma18g42520
Glyma18g42471
Glyma18g42461
Glyma18g42450
Glyma18g42401
Glyma18g42401
Glyma18g42425
Glyma18g42375
Glyma18g42351
Glyma18g42325
Glyma18g42325
Glyma18g42300
Glyma18g42290
Glyma18g42280
Glyma18g42230
Glyma18g42255
Glyma18g42204
Glyma18g42217
Glyma18g42217
Glyma18g42192
Glyma18g42180
Glyma18g42171
Glyma18g42160
Glyma18g42151
Glyma18g42140
Glyma18g42081
Glyma18g42111
Glyma18g42051
Glyma18g42020
Glyma18g41980
Glyma18g41970
Glyma18g41961
Glyma18g41950
Glyma18g41940
Glyma18g41920
Glyma18g41886
Glyma18g41903
Glyma18g41870
Glyma18g41860
Glyma18g41846
Glyma18g41833
Glyma18g41820
Glyma18g41800
Glyma18g41811
Glyma18g41760
Glyma18g41730
Glyma18g41711
Glyma18g41691
Glyma18g41671
Glyma18g41650
Glyma18g41640
Glyma18g41606
Glyma18g41623
Glyma18g41590
Glyma18g41570
Glyma18g41540
Glyma18g41520
Glyma18g41530
Glyma18g41490
Glyma18g41490
Glyma18g41450
Glyma18g41420
Glyma18g41350
Glyma18g41410
Glyma18g41410
Glyma18g41340
Glyma18g41330
Glyma18g41310
Glyma18g41320
Glyma18g41290
Glyma18g41280
Glyma18g41240
Glyma18g41240
Glyma18g41270
Glyma18g41235
Glyma18g41230
Glyma18g41185
Glyma18g41130
Glyma18g41140
Glyma18g41120
Glyma18g41090
Glyma18g40825
Glyma18g40870
Glyma18g40780
Glyma18g40770
Glyma18g40770
Glyma18g40775
Glyma18g40761
Glyma18g40761
Glyma18g40761
Glyma18g40761
Glyma18g40761
Glyma18g40761
Glyma18g40750
Glyma18g40740
Glyma18g40730
Glyma18g40680
Glyma18g40690
